Fecha,Producto,Ventas
2023-06-27,Tarjeta Gráfica RTX 4060,0
2025-07-27,Procesador Ryzen 5,8
2025-07-21,Procesador Ryzen 5,8
2025-02-06,Tarjeta Gráfica RTX 4060,0
2026-03-03,Procesador Ryzen 5,7
2024-03-08,Laptop Dell Inspiron,5
2024-11-23,Laptop Dell Inspiron,34
2025-04-22,Monitor 24 pulgadas,6
2025-03-08,Monitor 24 pulgadas,7
2023-12-10,Laptop Dell Inspiron,18
2025-05-14,Laptop Dell Inspiron,7
2023-12-11,Laptop Dell Inspiron,18
2025-11-10,Procesador Ryzen 5,11
2023-11-30,Memoria RAM 16GB,39
2024-06-20,Monitor 24 pulgadas,5
2023-12-20,Memoria RAM 16GB,33
2026-03-12,Laptop Dell Inspiron,3
2023-11-04,Laptop Dell Inspiron,5
2024-01-05,Memoria RAM 16GB,20
2023-06-11,Procesador Ryzen 5,8
2023-07-11,Laptop Dell Inspiron,3
2025-09-08,Tarjeta Gráfica RTX 4060,1
2025-12-03,Laptop Dell Inspiron,5
2024-02-01,Monitor 24 pulgadas,5
2024-11-23,Procesador Ryzen 5,38
2025-09-04,Tarjeta Gráfica RTX 4060,3
2025-03-15,Memoria RAM 16GB,17
2024-03-20,Procesador Ryzen 5,6
2025-07-07,Monitor 24 pulgadas,9
2025-11-29,Procesador Ryzen 5,38
2025-10-28,Tarjeta Gráfica RTX 4060,0
2025-05-31,Laptop Dell Inspiron,8
2024-11-10,Tarjeta Gráfica RTX 4060,2
2024-10-28,Procesador Ryzen 5,8
2025-09-25,Tarjeta Gráfica RTX 4060,5
2023-09-20,Tarjeta Gráfica RTX 4060,1
2024-08-08,Procesador Ryzen 5,9
2026-01-29,Procesador Ryzen 5,10
2025-04-07,Memoria RAM 16GB,14
2024-01-19,Memoria RAM 16GB,17
2025-07-19,Tarjeta Gráfica RTX 4060,4
2025-02-12,Laptop Dell Inspiron,7
2025-04-01,Memoria RAM 16GB,15
2024-04-02,Laptop Dell Inspiron,4
2025-06-23,Memoria RAM 16GB,13
2025-04-11,Monitor 24 pulgadas,11
2023-06-19,Procesador Ryzen 5,10
2025-05-18,Memoria RAM 16GB,13
2023-06-28,Memoria RAM 16GB,13
2023-10-06,Memoria RAM 16GB,19
2024-10-25,Memoria RAM 16GB,17
2025-04-11,Tarjeta Gráfica RTX 4060,8
2025-07-30,Tarjeta Gráfica RTX 4060,3
2025-06-22,Procesador Ryzen 5,8
2024-08-28,Tarjeta Gráfica RTX 4060,7
2025-04-08,Tarjeta Gráfica RTX 4060,0
2024-09-26,Memoria RAM 16GB,15
2025-11-10,Tarjeta Gráfica RTX 4060,0
2024-04-16,Memoria RAM 16GB,13
2025-04-13,Memoria RAM 16GB,14
2025-07-07,Memoria RAM 16GB,18
2024-03-28,Tarjeta Gráfica RTX 4060,3
2023-06-18,Tarjeta Gráfica RTX 4060,3
2025-10-25,Monitor 24 pulgadas,9
2024-05-19,Tarjeta Gráfica RTX 4060,1
2026-01-03,Tarjeta Gráfica RTX 4060,7
2024-05-22,Laptop Dell Inspiron,2
2025-08-27,Tarjeta Gráfica RTX 4060,5
2026-03-07,Laptop Dell Inspiron,8
2024-10-18,Tarjeta Gráfica RTX 4060,5
2023-09-09,Memoria RAM 16GB,20
2025-08-27,Procesador Ryzen 5,12
2023-04-07,Procesador Ryzen 5,13
2024-08-05,Monitor 24 pulgadas,8
2024-10-30,Memoria RAM 16GB,17
2023-10-29,Laptop Dell Inspiron,7
2025-11-19,Laptop Dell Inspiron,32
2023-05-07,Tarjeta Gráfica RTX 4060,3
2025-12-15,Tarjeta Gráfica RTX 4060,19
2026-02-23,Laptop Dell Inspiron,2
2024-09-28,Tarjeta Gráfica RTX 4060,6
2025-07-09,Memoria RAM 16GB,13
2023-11-05,Monitor 24 pulgadas,9
2024-03-22,Tarjeta Gráfica RTX 4060,6
2025-06-15,Tarjeta Gráfica RTX 4060,5
2026-03-25,Laptop Dell Inspiron,6
2024-04-05,Monitor 24 pulgadas,10
2026-01-15,Laptop Dell Inspiron,7
2024-12-05,Monitor 24 pulgadas,4
2025-05-09,Monitor 24 pulgadas,8
2023-06-28,Monitor 24 pulgadas,9
2024-10-08,Monitor 24 pulgadas,6
2026-04-01,Memoria RAM 16GB,16
2023-07-08,Procesador Ryzen 5,10
2026-03-15,Laptop Dell Inspiron,3
2025-02-06,Memoria RAM 16GB,13
2023-08-10,Procesador Ryzen 5,8
2024-01-05,Tarjeta Gráfica RTX 4060,4
2023-07-11,Monitor 24 pulgadas,9
2026-02-24,Tarjeta Gráfica RTX 4060,0
2023-09-30,Memoria RAM 16GB,18
2025-12-23,Procesador Ryzen 5,21
2025-10-03,Laptop Dell Inspiron,7
2024-01-08,Laptop Dell Inspiron,7
2024-12-22,Memoria RAM 16GB,30
2024-07-28,Tarjeta Gráfica RTX 4060,1
2025-10-14,Monitor 24 pulgadas,4
2024-07-30,Tarjeta Gráfica RTX 4060,5
2024-03-11,Tarjeta Gráfica RTX 4060,4
2024-02-02,Tarjeta Gráfica RTX 4060,6
2024-02-26,Memoria RAM 16GB,17
2024-12-14,Memoria RAM 16GB,34
2025-09-28,Procesador Ryzen 5,10
2024-12-17,Monitor 24 pulgadas,21
2026-03-05,Laptop Dell Inspiron,2
2025-08-25,Tarjeta Gráfica RTX 4060,7
2023-10-20,Memoria RAM 16GB,20
2026-01-08,Monitor 24 pulgadas,5
2025-10-10,Memoria RAM 16GB,19
2024-01-21,Tarjeta Gráfica RTX 4060,0
2024-02-21,Monitor 24 pulgadas,8
2024-05-21,Laptop Dell Inspiron,3
2025-10-24,Procesador Ryzen 5,14
2023-05-01,Laptop Dell Inspiron,7
2024-06-24,Laptop Dell Inspiron,4
2024-07-05,Laptop Dell Inspiron,9
2025-08-02,Memoria RAM 16GB,19
2024-08-31,Laptop Dell Inspiron,19
2025-10-01,Laptop Dell Inspiron,7
2023-08-30,Laptop Dell Inspiron,15
2024-07-26,Monitor 24 pulgadas,9
2025-12-31,Procesador Ryzen 5,11
2023-06-03,Tarjeta Gráfica RTX 4060,5
2024-07-10,Memoria RAM 16GB,13
2024-06-17,Tarjeta Gráfica RTX 4060,5
2023-10-16,Tarjeta Gráfica RTX 4060,0
2025-07-07,Laptop Dell Inspiron,6
2024-04-25,Procesador Ryzen 5,6
2025-11-22,Monitor 24 pulgadas,32
2025-12-20,Memoria RAM 16GB,35
2025-07-03,Monitor 24 pulgadas,8
2023-07-08,Monitor 24 pulgadas,9
2025-06-21,Procesador Ryzen 5,14
2024-11-13,Monitor 24 pulgadas,8
2023-04-28,Procesador Ryzen 5,12
2024-04-10,Monitor 24 pulgadas,6
2023-08-25,Tarjeta Gráfica RTX 4060,11
2023-11-30,Tarjeta Gráfica RTX 4060,26
2025-12-12,Memoria RAM 16GB,31
2024-10-02,Memoria RAM 16GB,18
2023-05-27,Procesador Ryzen 5,13
2023-07-09,Memoria RAM 16GB,14
2025-06-03,Tarjeta Gráfica RTX 4060,1
2024-01-26,Tarjeta Gráfica RTX 4060,3
2025-03-12,Memoria RAM 16GB,13
2024-06-21,Laptop Dell Inspiron,6
2025-01-04,Memoria RAM 16GB,21
2023-12-29,Procesador Ryzen 5,14
2025-06-06,Memoria RAM 16GB,21
2023-04-26,Memoria RAM 16GB,18
2023-09-16,Monitor 24 pulgadas,9
2023-07-28,Laptop Dell Inspiron,8
2024-04-28,Tarjeta Gráfica RTX 4060,2
2024-10-25,Monitor 24 pulgadas,12
2024-06-20,Laptop Dell Inspiron,4
2023-04-04,Monitor 24 pulgadas,6
2024-11-27,Memoria RAM 16GB,39
2025-02-25,Tarjeta Gráfica RTX 4060,5
2026-03-30,Memoria RAM 16GB,18
2024-12-25,Tarjeta Gráfica RTX 4060,2
2023-10-26,Memoria RAM 16GB,13
2024-04-30,Monitor 24 pulgadas,7
2024-01-20,Memoria RAM 16GB,19
2023-04-30,Monitor 24 pulgadas,8
2024-01-28,Laptop Dell Inspiron,3
2024-07-04,Tarjeta Gráfica RTX 4060,5
2024-10-14,Procesador Ryzen 5,9
2024-08-01,Monitor 24 pulgadas,6
2024-08-27,Procesador Ryzen 5,13
2023-07-22,Procesador Ryzen 5,11
2026-02-03,Laptop Dell Inspiron,6
2025-10-05,Memoria RAM 16GB,15
2023-04-02,Laptop Dell Inspiron,5
2025-11-02,Laptop Dell Inspiron,2
2024-06-12,Tarjeta Gráfica RTX 4060,4
2024-02-08,Procesador Ryzen 5,8
2024-01-04,Tarjeta Gráfica RTX 4060,1
2025-08-11,Monitor 24 pulgadas,5
2024-10-16,Procesador Ryzen 5,11
2024-05-02,Procesador Ryzen 5,9
2024-07-26,Memoria RAM 16GB,20
2025-09-01,Tarjeta Gráfica RTX 4060,5
2023-06-20,Monitor 24 pulgadas,9
2025-03-21,Memoria RAM 16GB,20
2025-10-28,Memoria RAM 16GB,18
2024-05-26,Procesador Ryzen 5,11
2024-12-09,Tarjeta Gráfica RTX 4060,5
2024-11-28,Laptop Dell Inspiron,30
2025-11-19,Procesador Ryzen 5,31
2024-12-28,Laptop Dell Inspiron,10
2024-08-12,Procesador Ryzen 5,8
2023-05-18,Memoria RAM 16GB,13
2025-03-29,Memoria RAM 16GB,17
2025-02-24,Tarjeta Gráfica RTX 4060,4
2025-07-29,Tarjeta Gráfica RTX 4060,5
2025-09-16,Tarjeta Gráfica RTX 4060,2
2026-03-04,Memoria RAM 16GB,14
2024-05-16,Tarjeta Gráfica RTX 4060,1
2024-12-16,Laptop Dell Inspiron,20
2023-07-26,Laptop Dell Inspiron,5
2025-04-23,Procesador Ryzen 5,9
2026-04-10,Tarjeta Gráfica RTX 4060,5
2025-07-24,Monitor 24 pulgadas,6
2023-12-13,Procesador Ryzen 5,26
2025-06-13,Procesador Ryzen 5,12
2023-05-31,Laptop Dell Inspiron,6
2025-06-12,Laptop Dell Inspiron,4
2025-10-09,Tarjeta Gráfica RTX 4060,1
2024-05-10,Monitor 24 pulgadas,11
2025-12-27,Tarjeta Gráfica RTX 4060,8
2023-06-24,Memoria RAM 16GB,17
2024-08-10,Memoria RAM 16GB,20
2023-08-08,Monitor 24 pulgadas,5
2025-05-22,Laptop Dell Inspiron,3
2024-03-01,Tarjeta Gráfica RTX 4060,5
2025-03-19,Procesador Ryzen 5,6
2025-01-24,Monitor 24 pulgadas,10
2024-05-23,Memoria RAM 16GB,15
2023-10-23,Memoria RAM 16GB,13
2023-06-07,Tarjeta Gráfica RTX 4060,5
2023-07-16,Procesador Ryzen 5,8
2024-08-06,Monitor 24 pulgadas,4
2023-10-07,Laptop Dell Inspiron,10
2023-10-23,Monitor 24 pulgadas,5
2023-10-30,Procesador Ryzen 5,8
2024-02-09,Tarjeta Gráfica RTX 4060,5
2025-11-02,Memoria RAM 16GB,15
2024-08-08,Monitor 24 pulgadas,5
2023-11-19,Laptop Dell Inspiron,31
2024-11-17,Procesador Ryzen 5,31
2024-06-23,Procesador Ryzen 5,7
2025-06-26,Monitor 24 pulgadas,6
2024-11-25,Procesador Ryzen 5,34
2023-07-25,Tarjeta Gráfica RTX 4060,5
2023-04-19,Laptop Dell Inspiron,7
2024-09-01,Laptop Dell Inspiron,19
2023-07-30,Tarjeta Gráfica RTX 4060,5
2026-03-19,Procesador Ryzen 5,6
2025-11-23,Monitor 24 pulgadas,30
2024-04-19,Tarjeta Gráfica RTX 4060,3
2025-02-12,Memoria RAM 16GB,14
2023-10-23,Procesador Ryzen 5,9
2025-10-30,Procesador Ryzen 5,8
2026-03-27,Procesador Ryzen 5,9
2024-12-09,Laptop Dell Inspiron,3
2023-04-16,Tarjeta Gráfica RTX 4060,2
2024-04-07,Memoria RAM 16GB,18
2026-02-26,Laptop Dell Inspiron,4
2023-06-01,Monitor 24 pulgadas,9
2023-10-07,Monitor 24 pulgadas,9
2024-02-18,Laptop Dell Inspiron,2
2025-05-09,Tarjeta Gráfica RTX 4060,6
2025-09-17,Monitor 24 pulgadas,8
2025-07-23,Procesador Ryzen 5,6
2023-08-03,Laptop Dell Inspiron,3
2024-08-31,Monitor 24 pulgadas,22
2024-12-31,Laptop Dell Inspiron,3
2024-12-25,Memoria RAM 16GB,14
2024-01-13,Procesador Ryzen 5,9
2025-11-20,Laptop Dell Inspiron,28
2023-04-08,Monitor 24 pulgadas,9
2025-04-07,Monitor 24 pulgadas,5
2025-07-25,Memoria RAM 16GB,21
2024-11-02,Procesador Ryzen 5,11
2025-03-18,Monitor 24 pulgadas,4
2024-10-26,Monitor 24 pulgadas,8
2025-09-18,Procesador Ryzen 5,10
2025-04-30,Memoria RAM 16GB,16
2023-12-31,Tarjeta Gráfica RTX 4060,5
2025-09-26,Memoria RAM 16GB,21
2023-05-07,Monitor 24 pulgadas,5
2023-04-02,Memoria RAM 16GB,16
2026-03-29,Procesador Ryzen 5,11
2025-11-11,Laptop Dell Inspiron,6
2025-08-08,Procesador Ryzen 5,11
2025-05-27,Procesador Ryzen 5,8
2025-10-18,Laptop Dell Inspiron,8
2023-08-14,Laptop Dell Inspiron,5
2026-03-24,Memoria RAM 16GB,17
2025-05-08,Procesador Ryzen 5,10
2025-07-26,Memoria RAM 16GB,18
2025-06-17,Procesador Ryzen 5,8
2025-07-14,Laptop Dell Inspiron,7
2025-03-15,Monitor 24 pulgadas,10
2026-04-11,Memoria RAM 16GB,21
2023-07-12,Laptop Dell Inspiron,6
2023-09-14,Tarjeta Gráfica RTX 4060,4
2023-04-01,Procesador Ryzen 5,9
2026-01-22,Memoria RAM 16GB,14
2025-06-24,Memoria RAM 16GB,14
2026-02-13,Memoria RAM 16GB,19
2026-01-10,Memoria RAM 16GB,20
2025-06-12,Procesador Ryzen 5,9
2025-12-29,Memoria RAM 16GB,15
2024-02-26,Laptop Dell Inspiron,2
2024-02-14,Procesador Ryzen 5,11
2024-08-30,Procesador Ryzen 5,14
2024-05-05,Laptop Dell Inspiron,2
2025-07-06,Memoria RAM 16GB,15
2024-01-30,Monitor 24 pulgadas,7
2025-02-28,Procesador Ryzen 5,10
2026-01-30,Procesador Ryzen 5,11
2025-10-20,Monitor 24 pulgadas,5
2024-11-05,Tarjeta Gráfica RTX 4060,4
2024-06-14,Procesador Ryzen 5,12
2023-10-09,Laptop Dell Inspiron,2
2025-12-07,Memoria RAM 16GB,15
2025-06-27,Memoria RAM 16GB,19
2025-11-28,Tarjeta Gráfica RTX 4060,29
2025-07-11,Laptop Dell Inspiron,9
2025-01-05,Monitor 24 pulgadas,5
2024-01-26,Monitor 24 pulgadas,10
2024-06-18,Laptop Dell Inspiron,5
2025-06-10,Monitor 24 pulgadas,9
2025-03-04,Laptop Dell Inspiron,2
2024-05-22,Tarjeta Gráfica RTX 4060,5
2023-06-25,Tarjeta Gráfica RTX 4060,3
2025-05-05,Tarjeta Gráfica RTX 4060,0
2023-11-20,Memoria RAM 16GB,43
2025-04-27,Tarjeta Gráfica RTX 4060,5
2025-09-30,Laptop Dell Inspiron,4
2024-08-14,Laptop Dell Inspiron,6
2024-11-19,Laptop Dell Inspiron,27
2023-07-03,Memoria RAM 16GB,13
2025-03-30,Tarjeta Gráfica RTX 4060,4
2024-02-24,Memoria RAM 16GB,19
2023-08-11,Laptop Dell Inspiron,8
2024-02-12,Laptop Dell Inspiron,5
2023-10-28,Laptop Dell Inspiron,7
2025-01-21,Tarjeta Gráfica RTX 4060,2
2024-01-27,Monitor 24 pulgadas,9
2025-03-22,Memoria RAM 16GB,21
2025-03-26,Procesador Ryzen 5,11
2025-11-29,Memoria RAM 16GB,41
2023-05-14,Laptop Dell Inspiron,2
2024-03-28,Procesador Ryzen 5,9
2025-03-14,Procesador Ryzen 5,14
2025-10-01,Monitor 24 pulgadas,7
2024-12-18,Monitor 24 pulgadas,20
2025-08-02,Tarjeta Gráfica RTX 4060,3
2024-10-21,Monitor 24 pulgadas,8
2024-12-16,Memoria RAM 16GB,28
2025-12-05,Laptop Dell Inspiron,9
2023-07-13,Monitor 24 pulgadas,9
2023-06-06,Monitor 24 pulgadas,5
2026-02-18,Memoria RAM 16GB,13
2025-07-05,Memoria RAM 16GB,16
2024-09-23,Tarjeta Gráfica RTX 4060,4
2025-05-21,Tarjeta Gráfica RTX 4060,5
2026-01-18,Memoria RAM 16GB,17
2024-01-25,Memoria RAM 16GB,14
2024-02-17,Monitor 24 pulgadas,9
2023-12-06,Monitor 24 pulgadas,6
2025-01-21,Laptop Dell Inspiron,2
2023-11-23,Laptop Dell Inspiron,30
2023-05-10,Procesador Ryzen 5,10
2023-12-10,Tarjeta Gráfica RTX 4060,19
2023-11-22,Memoria RAM 16GB,40
2024-05-20,Procesador Ryzen 5,10
2025-10-22,Laptop Dell Inspiron,7
2024-03-01,Laptop Dell Inspiron,10
2025-03-06,Procesador Ryzen 5,11
2026-01-03,Laptop Dell Inspiron,8
2024-01-23,Laptop Dell Inspiron,7
2025-07-05,Procesador Ryzen 5,13
2024-01-23,Tarjeta Gráfica RTX 4060,2
2024-08-17,Laptop Dell Inspiron,19
2025-10-24,Monitor 24 pulgadas,8
2024-05-27,Laptop Dell Inspiron,2
2025-11-11,Procesador Ryzen 5,7
2023-07-13,Tarjeta Gráfica RTX 4060,0
2025-01-25,Memoria RAM 16GB,16
2023-11-26,Monitor 24 pulgadas,31
2025-11-12,Monitor 24 pulgadas,4
2023-12-03,Tarjeta Gráfica RTX 4060,1
2025-05-25,Procesador Ryzen 5,6
2025-04-02,Memoria RAM 16GB,15
2025-09-03,Laptop Dell Inspiron,19
2024-11-27,Tarjeta Gráfica RTX 4060,25
2023-11-11,Monitor 24 pulgadas,9
2024-12-26,Memoria RAM 16GB,16
2023-04-23,Memoria RAM 16GB,13
2025-11-28,Monitor 24 pulgadas,37
2025-04-17,Tarjeta Gráfica RTX 4060,5
2025-09-08,Laptop Dell Inspiron,7
2025-01-19,Procesador Ryzen 5,6
2024-01-14,Procesador Ryzen 5,8
2025-04-29,Procesador Ryzen 5,6
2024-03-24,Monitor 24 pulgadas,4
2023-08-14,Monitor 24 pulgadas,5
2024-05-05,Monitor 24 pulgadas,7
2024-09-13,Procesador Ryzen 5,10
2023-05-09,Procesador Ryzen 5,10
2024-08-27,Memoria RAM 16GB,16
2026-01-10,Tarjeta Gráfica RTX 4060,8
2023-05-23,Memoria RAM 16GB,16
2024-11-21,Monitor 24 pulgadas,30
2023-06-30,Procesador Ryzen 5,9
2025-11-27,Memoria RAM 16GB,41
2026-03-21,Memoria RAM 16GB,21
2023-10-16,Memoria RAM 16GB,17
2025-09-23,Procesador Ryzen 5,11
2024-12-17,Laptop Dell Inspiron,18
2024-05-16,Laptop Dell Inspiron,7
2024-12-13,Procesador Ryzen 5,26
2023-04-20,Monitor 24 pulgadas,9
2026-01-05,Memoria RAM 16GB,13
2024-12-12,Monitor 24 pulgadas,22
2025-06-08,Laptop Dell Inspiron,6
2025-04-08,Memoria RAM 16GB,14
2024-07-27,Procesador Ryzen 5,14
2025-07-26,Procesador Ryzen 5,11
2024-06-13,Procesador Ryzen 5,7
2024-08-31,Tarjeta Gráfica RTX 4060,6
2025-10-22,Memoria RAM 16GB,14
2023-05-06,Procesador Ryzen 5,14
2023-10-25,Memoria RAM 16GB,14
2023-05-29,Memoria RAM 16GB,18
2024-07-20,Tarjeta Gráfica RTX 4060,8
2023-09-27,Monitor 24 pulgadas,8
2025-09-25,Monitor 24 pulgadas,9
2024-07-20,Memoria RAM 16GB,19
2024-02-28,Procesador Ryzen 5,6
2026-03-30,Monitor 24 pulgadas,8
2023-12-07,Laptop Dell Inspiron,7
2024-10-03,Tarjeta Gráfica RTX 4060,5
2024-03-15,Memoria RAM 16GB,16
2025-04-24,Laptop Dell Inspiron,7
2025-12-28,Laptop Dell Inspiron,7
2025-08-13,Tarjeta Gráfica RTX 4060,4
2024-04-29,Laptop Dell Inspiron,6
2023-11-30,Monitor 24 pulgadas,32
2025-06-13,Monitor 24 pulgadas,10
2024-03-24,Memoria RAM 16GB,15
2023-12-15,Memoria RAM 16GB,36
2025-07-13,Monitor 24 pulgadas,8
2023-09-08,Monitor 24 pulgadas,11
2024-07-16,Tarjeta Gráfica RTX 4060,5
2024-09-13,Tarjeta Gráfica RTX 4060,8
2023-07-16,Monitor 24 pulgadas,6
2024-07-12,Monitor 24 pulgadas,12
2024-11-07,Procesador Ryzen 5,7
2025-08-22,Tarjeta Gráfica RTX 4060,11
2023-09-30,Tarjeta Gráfica RTX 4060,8
2023-05-17,Tarjeta Gráfica RTX 4060,5
2025-01-18,Laptop Dell Inspiron,9
2023-12-21,Monitor 24 pulgadas,19
2024-05-21,Memoria RAM 16GB,17
2025-04-09,Tarjeta Gráfica RTX 4060,0
2025-02-04,Monitor 24 pulgadas,5
2026-04-07,Laptop Dell Inspiron,2
2025-04-16,Laptop Dell Inspiron,5
2026-01-07,Laptop Dell Inspiron,5
2025-12-07,Tarjeta Gráfica RTX 4060,1
2023-11-18,Laptop Dell Inspiron,34
2025-01-14,Monitor 24 pulgadas,6
2025-04-21,Monitor 24 pulgadas,4
2024-03-02,Tarjeta Gráfica RTX 4060,7
2024-05-29,Tarjeta Gráfica RTX 4060,1
2024-12-19,Monitor 24 pulgadas,21
2025-01-07,Procesador Ryzen 5,8
2026-01-06,Memoria RAM 16GB,18
2025-06-23,Laptop Dell Inspiron,4
2023-10-17,Tarjeta Gráfica RTX 4060,1
2023-08-04,Procesador Ryzen 5,14
2024-02-25,Tarjeta Gráfica RTX 4060,1
2025-08-06,Tarjeta Gráfica RTX 4060,2
2025-10-15,Procesador Ryzen 5,11
2024-03-14,Laptop Dell Inspiron,7
2025-04-09,Monitor 24 pulgadas,6
2023-05-27,Memoria RAM 16GB,16
2024-07-27,Laptop Dell Inspiron,8
2023-07-29,Procesador Ryzen 5,10
2024-12-19,Laptop Dell Inspiron,18
2026-01-31,Laptop Dell Inspiron,6
2025-08-20,Tarjeta Gráfica RTX 4060,5
2026-02-17,Memoria RAM 16GB,13
2023-12-07,Memoria RAM 16GB,18
2024-06-29,Memoria RAM 16GB,18
2025-10-28,Laptop Dell Inspiron,5
2025-02-23,Procesador Ryzen 5,11
2025-05-09,Procesador Ryzen 5,12
2023-06-15,Laptop Dell Inspiron,3
2025-09-09,Monitor 24 pulgadas,5
2024-05-17,Procesador Ryzen 5,12
2025-04-20,Tarjeta Gráfica RTX 4060,5
2026-01-01,Laptop Dell Inspiron,3
2025-12-16,Laptop Dell Inspiron,18
2023-11-08,Procesador Ryzen 5,11
2024-11-15,Tarjeta Gráfica RTX 4060,32
2024-11-30,Laptop Dell Inspiron,34
2024-01-24,Tarjeta Gráfica RTX 4060,1
2025-06-09,Monitor 24 pulgadas,8
2025-02-22,Memoria RAM 16GB,16
2023-09-29,Monitor 24 pulgadas,7
2023-08-11,Procesador Ryzen 5,10
2024-09-26,Procesador Ryzen 5,6
2023-12-21,Laptop Dell Inspiron,17
2024-07-05,Procesador Ryzen 5,14
2025-04-30,Monitor 24 pulgadas,8
2026-04-10,Memoria RAM 16GB,21
2024-09-19,Tarjeta Gráfica RTX 4060,4
2026-01-13,Monitor 24 pulgadas,9
2025-02-03,Monitor 24 pulgadas,8
2023-09-28,Laptop Dell Inspiron,7
2023-09-20,Laptop Dell Inspiron,2
2026-03-18,Monitor 24 pulgadas,9
2023-05-29,Laptop Dell Inspiron,4
2026-04-09,Memoria RAM 16GB,15
2024-09-07,Procesador Ryzen 5,13
2023-11-08,Monitor 24 pulgadas,5
2025-12-05,Memoria RAM 16GB,18
2025-04-02,Tarjeta Gráfica RTX 4060,3
2024-07-14,Memoria RAM 16GB,18
2024-09-26,Laptop Dell Inspiron,2
2023-10-20,Monitor 24 pulgadas,10
2024-12-26,Monitor 24 pulgadas,8
2025-09-19,Laptop Dell Inspiron,7
2023-09-02,Monitor 24 pulgadas,20
2023-07-05,Laptop Dell Inspiron,6
2024-11-24,Laptop Dell Inspiron,28
2025-04-26,Memoria RAM 16GB,21
2023-12-16,Memoria RAM 16GB,34
2024-10-04,Tarjeta Gráfica RTX 4060,3
2024-06-17,Procesador Ryzen 5,11
2025-09-25,Procesador Ryzen 5,10
2025-03-24,Memoria RAM 16GB,17
2024-06-05,Tarjeta Gráfica RTX 4060,0
2025-02-24,Procesador Ryzen 5,10
2025-11-27,Procesador Ryzen 5,33
2023-05-08,Laptop Dell Inspiron,2
2024-09-01,Procesador Ryzen 5,11
2024-06-17,Laptop Dell Inspiron,6
2024-12-13,Tarjeta Gráfica RTX 4060,18
2025-01-13,Memoria RAM 16GB,17
2025-12-01,Laptop Dell Inspiron,5
2024-05-08,Procesador Ryzen 5,8
2024-11-09,Procesador Ryzen 5,10
2024-04-07,Procesador Ryzen 5,6
2024-04-11,Monitor 24 pulgadas,9
2024-08-13,Monitor 24 pulgadas,6
2023-05-15,Tarjeta Gráfica RTX 4060,5
2024-02-14,Laptop Dell Inspiron,5
2023-10-04,Memoria RAM 16GB,16
2024-01-02,Procesador Ryzen 5,8
2023-07-20,Procesador Ryzen 5,11
2024-06-24,Monitor 24 pulgadas,9
2024-11-11,Laptop Dell Inspiron,4
2025-11-12,Tarjeta Gráfica RTX 4060,2
2024-02-13,Tarjeta Gráfica RTX 4060,0
2026-02-11,Tarjeta Gráfica RTX 4060,5
2024-02-25,Procesador Ryzen 5,8
2025-11-23,Memoria RAM 16GB,38
2025-05-25,Memoria RAM 16GB,18
2024-03-04,Laptop Dell Inspiron,6
2026-01-05,Tarjeta Gráfica RTX 4060,4
2025-10-22,Tarjeta Gráfica RTX 4060,2
2024-05-19,Monitor 24 pulgadas,6
2023-06-08,Laptop Dell Inspiron,3
2024-05-09,Laptop Dell Inspiron,5
2023-08-22,Laptop Dell Inspiron,14
2023-06-02,Tarjeta Gráfica RTX 4060,5
2025-03-27,Monitor 24 pulgadas,7
2023-07-07,Laptop Dell Inspiron,6
2024-12-07,Memoria RAM 16GB,21
2025-02-18,Monitor 24 pulgadas,5
2023-04-09,Memoria RAM 16GB,16
2025-07-20,Laptop Dell Inspiron,4
2025-12-15,Memoria RAM 16GB,29
2025-08-06,Procesador Ryzen 5,10
2024-08-28,Laptop Dell Inspiron,17
2023-07-15,Laptop Dell Inspiron,10
2023-11-01,Procesador Ryzen 5,10
2024-08-21,Tarjeta Gráfica RTX 4060,8
2025-07-08,Tarjeta Gráfica RTX 4060,2
2025-03-16,Laptop Dell Inspiron,7
2025-01-25,Monitor 24 pulgadas,8
2025-10-11,Laptop Dell Inspiron,8
2025-07-25,Monitor 24 pulgadas,8
2025-10-23,Procesador Ryzen 5,6
2023-05-15,Memoria RAM 16GB,14
2024-08-06,Memoria RAM 16GB,17
2024-11-11,Monitor 24 pulgadas,8
2024-05-25,Monitor 24 pulgadas,10
2023-06-12,Tarjeta Gráfica RTX 4060,4
2025-10-02,Memoria RAM 16GB,17
2023-07-01,Laptop Dell Inspiron,9
2026-02-22,Memoria RAM 16GB,18
2025-04-30,Laptop Dell Inspiron,2
2025-07-04,Laptop Dell Inspiron,6
2023-10-10,Laptop Dell Inspiron,6
2025-04-04,Laptop Dell Inspiron,5
2024-04-14,Laptop Dell Inspiron,7
2025-04-21,Memoria RAM 16GB,18
2024-02-04,Tarjeta Gráfica RTX 4060,5
2026-02-06,Monitor 24 pulgadas,7
2025-06-26,Laptop Dell Inspiron,2
2025-06-30,Monitor 24 pulgadas,8
2024-11-30,Tarjeta Gráfica RTX 4060,30
2025-05-14,Procesador Ryzen 5,10
2024-01-05,Procesador Ryzen 5,9
2025-02-07,Memoria RAM 16GB,19
2023-06-26,Procesador Ryzen 5,11
2025-11-26,Monitor 24 pulgadas,31
2023-04-20,Procesador Ryzen 5,11
2025-01-23,Laptop Dell Inspiron,6
2026-03-15,Procesador Ryzen 5,9
2024-06-22,Memoria RAM 16GB,18
2023-10-02,Memoria RAM 16GB,14
